date_from,date_to,poster_nick,polemica_nick,user_id,mafia_games,sheriff_n1_checked,pct_sheriff_n1_on_mafia,games_with_sheriff_n1,naive_random_pct
2026-01-01,2026-08-27,ALL,,,586,78,13.3,563,11.1
