poster_nick,polemica_nick,user_id,black_games,mafia_games,don_games,games_with_speech_foul,speech_fouls,on_black,on_red,on_self,on_unknown,on_don,on_mafia,on_civilian,on_sheriff,pct_on_black_vs_red,pct_on_red_vs_black,black_per_red,pct_on_black_all_speech,pct_on_red_all_speech,pct_on_self_all_speech,naive_random_black_share_pct,note
ALL,,,1141,762,379,746,1288,242,1022,24,0,67,175,888,134,19.1,80.9,0.237,18.8,79.3,1.9,22.2,"random baseline 2/9 teammates vs 7/9 town, excluding own speech"
