game_id,date_start,type,table,num,scoring_version,judge,winner_code,first_killed,best_player,our_player_count,our_players,table_players,source_url,error
601665,2026-07-12 21:31:04,match,5,16,3.0,azalea,1,148674,Demi,1,Лиса,Nmeshka; MIRS; Любезный; Лисa; sokl; Размен; Demi; 4p0k; Доктор_Ливси; Рус,https://polemicagame.com/match/601665,
602384,2026-07-15 10:00:00,match,1,25,3.0,Пиджак,0,74059,MikoChu,2,Ластхиро; Macarena,Doc.; Воробушек; MikoChu; Macarena; Сложный; Ллирик; Размен; 23; Ластхиро; Stereo,https://polemicagame.com/match/602384,
602385,2026-07-15 11:00:00,match,1,26,3.0,Пиджак,0,60797,Ластхиро,2,Ластхиро; Macarena,Doc.; Ластхиро; Stereo; MikoChu; Воробушек; 23; Ллирик; Сложный; Macarena; Размен,https://polemicagame.com/match/602385,
602386,2026-07-15 12:00:00,match,1,27,3.0,Пиджак,0,343,Ластхиро,2,Ластхиро; Macarena,Macarena; Stereo; Сложный; Размен; Ллирик; Воробушек; 23; Doc.; MikoChu; Ластхиро,https://polemicagame.com/match/602386,
602387,2026-07-15 13:00:00,match,1,28,3.0,Пиджак,0,1035,Сложный,2,Ластхиро; Macarena,Сложный; Воробушек; MikoChu; Macarena; Doc.; 23; Stereo; Ластхиро; Ллирик; Размен,https://polemicagame.com/match/602387,
603266,2026-07-16 19:00:00,match,1,37,3.0,Juls,1,1305,V.,4,Кармин; Фырчик; Секрет; Д. Колбасенко,ГМЖ; V.; Секрет-; Фырчик; Кармин; XXX Istrebitel mafii; Яблоко; С. Помидор; Данил_Колбасенко; paster,https://polemicagame.com/match/603266,
603267,2026-07-16 20:00:00,match,1,38,3.0,Juls,1,65077,Кармин,4,Кармин; Фырчик; Секрет; Д. Колбасенко,Секрет-; ГМЖ; XXX Istrebitel mafii; С. Помидор; paster; V.; Кармин; Яблоко; Фырчик; Данил_Колбасенко,https://polemicagame.com/match/603267,
603268,2026-07-16 21:00:00,match,1,39,3.0,Juls,1,88950,Яблоко,4,Кармин; Фырчик; Секрет; Д. Колбасенко,Яблоко; Данил_Колбасенко; V.; paster; Фырчик; С. Помидор; XXX Istrebitel mafii; Кармин; ГМЖ; Секрет-,https://polemicagame.com/match/603268,
603269,2026-07-16 22:00:00,match,1,40,3.0,Juls,0,78547,V.,4,Кармин; Фырчик; Секрет; Д. Колбасенко,Данил_Колбасенко; paster; ГМЖ; С. Помидор; V.; Яблоко; Фырчик; Секрет-; XXX Istrebitel mafii; Кармин,https://polemicagame.com/match/603269,
603892,2026-07-18 20:00:00,match,1,1,3.0,Alena78,1,38217,Любезный,2,Алёна; Кармин,Alena78; Кармин; Барре; Сложный; Ленивец; Масик; Ilushan; Шахист; Любезный; Ллирик,https://polemicagame.com/match/603892,
603893,2026-07-18 21:00:00,match,1,2,3.0,Alena78,1,23794,Кармин,2,Алёна; Кармин,Ilushan; Ллирик; Масик; Барре; Шахист; Ленивец; Alena78; Любезный; Кармин; Сложный,https://polemicagame.com/match/603893,
603894,2026-07-18 22:00:00,match,1,3,3.0,Alena78,0,62569,Масик,2,Алёна; Кармин,Масик; Шахист; Ленивец; Любезный; Кармин; Ллирик; Alena78; Барре; Сложный; Ilushan,https://polemicagame.com/match/603894,
